incident_id,article_url,domain
204,https://www.theglobeandmail.com/politics/article-ottawa-holds-consultations-on-racism-behind-closed-doors/,theglobeandmail.com
205,https://www.vice.com/en_ca/article/xw9pwj/soldiers-of-odin-edmonton-chapter-shuts-down-rebrands-as-canadian-infidels,vice.com
206,"https://www.theloop.ca/the-bay-is-selling-a-make-canada-great-again-hat-and-the-internet-isnt-happy/ 
https://www.thestar.com/vancouver/2018/12/18/the-bay-pulls-make-canada-great-again-hats-from-pacific-centre-after-accidental-stocking.html",theloop.ca
207,https://www.cbc.ca/news/canada/edmonton/st-albert-racism-indigenous-letter-1.4867362,cbc.ca
208,https://www.mississauga.com/news-story/8965954-mississauga-mayoral-candidate-kevin-johnston-charged-with-hate-crime-against-muslims-case-returns-to-court-after-election/,mississauga.com
209,https://www.huffingtonpost.ca/2018/10/19/pablo-rodriguez-systemic-racism_a_23566269/,huffingtonpost.ca
210,https://lfpress.com/news/canada/ontario-school-board-accused-of-pressuring-teachers-not-to-teach-racist-to-kill-a-mockingbird/wcm/ba715ee8-71a6-4ba5-8898-0caf34812983,lfpress.com
211,https://www.cbc.ca/news/canada/calgary/alberta-facebook-instagram-store-controversy-1.4872175,cbc.ca
212,https://www.cbc.ca/news/canada/hamilton/brantford-mosque-hate-crime-1.4874470,cbc.ca
213,https://www.cbc.ca/news/canada/toronto/york-school-board-resignation-1.4879429,cbc.ca
214,https://www.cbc.ca/news/canada/calgary/calgary-bus-assault-hate-crime-1.4886085,cbc.ca
215,https://www.cbc.ca/news/canada/nova-scotia/nscc-apologizes-for-door-decoration-it-says-was-racist-1.4885803,cbc.ca
216,https://www.ctvnews.ca/canada/hate-speech-or-public-service-controversy-surrounds-steve-bannon-s-toronto-trip-1.4155683,ctvnews.ca
217,https://www.cbc.ca/news/canada/edmonton/cfl-agent-black-face-1.4880779,cbc.ca
