Incident ID,Article URL,Incident Description,Publication Date,Incident Date,Pub Date Minus Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Previous Tags,Needs Review,D4G Notes,CCMF Notes,Status
132,https://www.cbc.ca/news/canada/nova-scotia/retired-firefighter-sues-halifax-fire-services-alleges-racism-1.4766239,"Retired firefighter sues Halifax fire services, alleging racial discrimination",2018-07-29,2018-07-29,0,Nova Scotia,Halifax,,,,,Black/African/Caribbean,,,,,,,,,,,,Lawsuit; race relations; anti-black; Halifax,,,,
133,https://globalnews.ca/news/4356718/racially-charged-confrontation-muslim-family-toronto-ferry-terminal-arrest/,Toronto man charged in ‘suspected hate-motivated’ confrontation with Muslim family,2018-07-27,2018-07-28,-1,Ontario,Toronto,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,C; hate speech; anti-muslim; Toronto,,,,
134,https://www.cbc.ca/news/canada/london/london-district-catholic-school-board-apologizes-for-racist-explicit-images-in-twitter-feed-1.4764961,"London District Catholic School Board apologizes for racist, explicit images in Twitter feed",2018-07-27,2018-07-27,0,Ontario,London,,Non-Criminal,,,,,,,,,,,,,"Educational institute: Other, Online: Social media",Hate speech: Imagery,NC; race relations; not specified; London,,,,
135,https://www.cbc.ca/news/canada/montreal/petition-demands-public-consultation-on-systematic-racism-1.4764773,Montrealers demand public hearings on systemic racism,2018-07-27,2018-07-27,0,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Montreal,,,,
136,https://www.mississauga.com/news-story/8762319-anti-muslim-hate-crime-suspect-drops-out-of-mississauga-mayoral-race-now-running-in-ward-9/,"Anti-Muslim hate crime suspect drops out of Mississauga mayoral race, now running in Ward 9",2018-07-25,2018-07-25,0,Ontario,Mississauga,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; hate crime; anti-muslim; Mississauga,,,,
137,https://www.castanet.net/news/Vernon/232184/Another-act-of-racism,Racist sign posted reading “stop paying lazy Indians”,2018-07-24,2018-07-24,0,British Columbia,Enderby,,,,,Indigenous,,,,,,,,,,,,"BC; race relations; anti-indigenous; Enerby, BC",,,,
138,https://www.cbc.ca/news/canada/toronto/peel-council-integrity-commissioner-report-1.4755591,Peel council slammed over response to councillor's 'racist' texts,2018-07-20,2018-07-20,0,Ontario,Peel Region,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,"NC; race relations; anti-black; Peel, ON",,,,
141,http://www.dailymail.co.uk/news/article-6024161/Woman-launches-racist-tirade-woman-subway-Canada-STEALING-phone.htm,Woman launches racist tirade at woman on the subway in Canada before ‘STEALING her phone’,,2018-07-28,,Ontario,Toronto,,Criminal: Unknown,,,,,,,,,,,,,Transit,Hate speech: Other,C; hate speech; anti-asian; Toronto,,,,
143,https://www.cbc.ca/news/canada/edmonton/lessard-edmonton-community-vandalized-1.4774035,Frankly horrifying': Edmonton hate crimes unit investigates swath of graffiti swastikas,2018-08-03,2018-08-03,0,Alberta,Edmonton,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,C; vandalism; anti-semitic; Edmonton,,,,
145,https://www.cbc.ca/news/politics/iqra-khalid-anti-semitism-1.4787956,Liberal MP Iqra Khalid apologizes for giving award to alleged anti-Semite,2018-08-16,2018-08-15,1,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,,NC; race relations; anti-semitic; Ottawa,,,,
146,https://www.thestar.com/news/canada/2018/08/13/alberta-doctor-being-investigated-for-alleged-racist-comments-towards-indigenous-people.html,Alberta doctor being investigated for alleged racist comments towards Indigenous people,,2018-08-13,,Alberta,Calgary,,,,,Indigenous,,,,,,,,,,,,Police investigation; race relations; anti-indigenous; Calgary,,,,
147,https://www.cbc.ca/news/politics/maxime-bernier-extreme-multiculturalism-1.4783325,Maxime Bernier criticizes Liberals for 'extreme multiculturalism',2018-08-13,2018-08-13,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,NC; race relations; anti-immigration; Ottawa,,,,
148,https://globalnews.ca/news/4384597/racial-slurs-shouted-during-brawl-at-peterborough-park/,Racial slurs shouted during brawl at Peterborough park,2018-08-13,2018-08-13,0,Ontario,Peterborough,,,,,South Asian,,,,,,,India,,Xenophobia,,Hate speech: Other,"Police investigation; hate speech; anti-indian, anti-immigration; Peterborough",,,,
149,http://www.cjnews.com/news/canada/jdl-canada-leader-threatened-after-opposing-white-nationalist-rally,Jewish Defence League of Canada Leader receiving threats after opposing white nationalist rally,,2018-08-13,,Ontario,Toronto,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,"Harassment: Other, Hate speech: Rally/protest",C; harassment; anti-semitic; Toronto,,,,
150,https://www.cbc.ca/news/canada/nova-scotia/racist-graffiti-sprayed-on-halifax-elementary-school-1.4782597,Racist graffiti sprayed on Halifax elementary school,2018-08-12,2018-08-12,0,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Educational institute: K-12,Vandalism,NC; vandalism; anti-black; Halifax,,,,
151,https://www.cbc.ca/news/canada/hamilton/brock-university-strips-former-prof-s-emeritus-status-after-abhorrent-posts-1.4794293,Brock University strips former prof's emeritus status after 'abhorrent' posts,2018-08-22,2018-08-12,10,Ontario,Hamilton,Brock University,Non-Criminal,,,Indigenous,,,,,,,,,,Educational institute: Post-secondary,,NC; race relations; anti-indigenous; Hamilton,,,,
152,https://www.cbc.ca/news/canada/calgary/a-w-cardston-racism-1.4782352,Alberta A&W criticized after stopping customer from buying meal for Indigenous senior,2018-08-11,2018-08-11,0,Alberta,Cardston,,,,,Indigenous,,,,,,,,,,,,"HR investigation; race relations; anti-indigenous; Cardston, AB",,,,
153,https://www.cbc.ca/news/politics/conservative-senator-apologizes-liberal-mp-tweet-1.4779161,Conservative senator apologizes for tweet citing Liberal MP's Saudi background,2018-08-09,2018-08-09,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; race relations; anti-muslim; Ottawa,,,,
154,https://globalnews.ca/news/4377793/former-right-wing-extremist-racist-graffiti-chilliwack-viral-tweet/,"Former ‘right-wing extremist’ paints over racist graffiti in Chilliwack, garners worldwide attention",2018-08-08,2018-08-08,0,British Columbia,Chilliwack,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,,"NC; race relations; anti-semitic; Chilliwack, BC",,,,
156,https://www.thestar.com/vancouver/2018/08/06/canadian-anti-immigrant-group-exploits-local-divisions-to-gain-legitimacy-says-expert.html,"Canadian anti-immigrant group exploits local divisions to gain legitimacy, says expert",,2018-08-06,,British Columbia,Nanaimo,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,NC; race relations; white supremacy ; anti-immigration; Nanaimo,,,,
157,https://www.niagarafallsreview.ca/news-story/8804669-updated-peterborough-race-relations-queer-collective-offices-trashed/,"Peterborough Race Relations, Queer Collective offices trashed",,2018-08-05,,Ontario,Peterborough,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,,Vandalism,"C; vandalism, hate crime; anti-black; Peterborough",,,,
158,https://globalnews.ca/news/4397026/trudeau-calls-out-woman-racism/,Trudeau calls out heckler: 'Your racism has no place here',2018-08-20,2018-08-20,0,Quebec,Sabrevois,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,"NC; race relations; anti-immigration; Sabrevois, QC",,,,
159,https://www.ctvnews.ca/canada/woman-who-hurled-racist-insults-at-edmonton-man-won-t-apologize-1.4061392,Woman who hurled racist insults at Edmonton man won't apologize,2018-08-21,2018-08-22,-1,Alberta,Edmonton,,,,,South Asian,,,,,,,India,,,Protective services: Police,Hate speech: Other,"Police complaint; race relations, hate speech; anti-indian; Edmonton",,,,
160,https://thestarphoenix.com/news/local-news/indigenous-slo-pitch-team-reports-racist-comments-at-tournament,Indigenous slo-pitch team reports racist comments at tournament,2018-08-20,2018-08-20,0,Saskatchewan,Perdue,,,,,Indigenous,,,,,,,,,,,,"Human Rights complaint; race relations; anti-indigenous; Village of Perdue, SK",,,,
161,https://globalnews.ca/news/4396380/every-time-they-come-back-well-be-back-citizens-shut-down-national-citizens-alliance-rally-in-dartmouth/,"‘Every time they come back, we’ll be back’: Citizens shut down National Citizens Alliance rally in Dartmouth",2018-08-19,2018-08-19,0,Nova Scotia,Dartmouth,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,"NC; race relations; anti-immigration; Dartmouth, NS",,,,
162,https://www.cbc.ca/news/canada/north/emaciated-polar-bear-response-1.4788259,National Geographer apologizes after being accused of racism for leaving out Inuit in story about polar bear,2018-08-17,2018-08-17,0,Nunavut,,,Non-Criminal,,,Indigenous,,,,Inuit,,,,,,,,NC; race relations; anti-indigenous; Nunavut,,,,
163,https://www.theglobeandmail.com/canada/article-montreals-sir-john-a-macdonald-statue-vandalized-with-a-vengeance/,Montreal’s Sir John A. Macdonald statue vandalized with a vengeance by anti-colonial and anti-racist group,2018-08-17,2018-08-17,0,Quebec,Montreal,,Criminal: Unknown,,,,,,,,,,,,,,Vandalism,C; vandalism; anti-racism; Montreal,,,,
164,https://calgaryherald.com/pmn/news-pmn/canada-news-pmn/three-charged-in-hate-motivated-crime-after-symbols-drawn-on-school-police/wcm/f6154281-00d5-4de5-8123-73884af5c495,Three charged in hate-motivated crime after symbols drawn on school: police,2018-08-16,2018-08-16,0,Ontario,Mississauga,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,Educational institute: Other,Vandalism,"C; hate crime, vandalism; anti-semitic; Mississauga",,,,
165,https://www.stratfordbeaconherald.com/news/local-news/stratford-residents-respond-to-recent-hate-crimes-with-impromptu-demonstration-at-city-hall,Stratford residents respond to recent hate crimes with impromptu demonstration at city hall,2018-08-31,2018-08-31,0,Ontario,Stratford,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Statford,,,,
166,https://www.cbc.ca/news/canada/montreal/pq-candidate-under-fire-for-racism-pedophile-accusations-on-twitter-1.4805505,PQ candidate Michelle Blanc under fire for racist tweet,2018-08-30,2018-08-30,0,Quebec,Montreal,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; race relations; anti-black; Montreal,,,,
167,https://globalnews.ca/news/4420159/victim-of-racist-exchange-at-edmonton-supermarket-recorded-video-to-raise-awareness-of-islamophobia/,Victim of racist exchange at Edmonton supermarket recorded video to raise awareness of Islamophobia,2018-08-30,2018-08-30,0,Alberta,Edmonton,,,,,,,,,,,,,,Religious discrimination: Islamophobia,,,Police investigation; race relations; anti-muslim; Edmonton,,,,
168,https://edmonton.ctvnews.ca/woman-recorded-in-racist-tirade-facing-charges-1.4108698,"Woman recorded in racist tirade facing charges
Woman in racist tirade",2018-09-25,2018-08-21,35,Alberta,Edmonton,,Criminal: Charged,,,South Asian,,,,,,,India,,,,Hate speech: Other,C (Charged with mischief and causing disturbance); hate speech; anti-indian; Edmonton,,,,
170,https://www.cbc.ca/news/canada/kitchener-waterloo/stratford-festival-police-hate-crime-david-collins-1.4802196,Police investigate hate crime against black Stratford Festival actor,2018-08-28,2018-08-22,6,Ontario,Stratford,,,,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Anti-Semitism,,,"Police investigation; hate crime; anti-black, anti-semitic; Statford",,,,
171,https://www.ctvnews.ca/canada/restaurant-owner-apologizes-for-thoughtless-and-unacceptable-instagram-post-1.4072773,Restaurant owner apologizes for 'thoughtless and unacceptable' Instagram post,2018-08-29,2018-08-29,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; race relations; anti-muslim; Ottawa,,,,
172,https://www.cbc.ca/news/canada/edmonton/ucp-fort-mcmurray-muslims-1.4813877?cmp=rss,Calgary United Conservative Party nomination candidate has apologized for three-year-old racist social media comment,2018-09-06,2018-09-06,0,Alberta,Fort McMurray,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,Online: Social media,,NC; race relations; anti-muslim; Fort McMurray,,,,
173,https://www.cbc.ca/news/canada/edmonton/fort-mcmurray-alberta-party-racial-slur-mandell-sid-fayad-1.4737799,Fort McMurray-Conklin Alberta Party byelection candidate apologizes for racial slur,2018-07-09,2018-07-09,0,Alberta,Fort McMurray,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; race relations; anti-black; Fort McMurray,,,,
174,https://globalnews.ca/news/4474030/no-charges-alleged-racial-slur-ottawa/,"No charges laid in alleged racial slur incident, couple given ‘verbal warning’: Ottawa police",2018-09-21,2018-09-21,0,Ontario,Ottawa,,Criminal: Unknown,,,,,,,,,,,,,,Hate speech: Other,C; hate speech; anti-asian; Ottawa,,,,
175,https://www.cbc.ca/news/canada/edmonton/alberta-curriculum-indigenous-residential-schools-1.4832419,"Offensive' online test about Indigenous Canadians symptom of larger problem in Alberta schools, say advocates",2018-09-21,2018-09-21,0,Alberta,St. Paul,,Non-Criminal,,,Indigenous,,,,,,,,,,"Educational institute: Other, Online: Other",,"NC; race relations; anti-indigenous; St. Paul, Alberta",,,,
176,https://www.cbc.ca/news/canada/sudbury/police-brawl-racism-manitoulin-m-chigeeng-student-1.4830883,M'Chigeeng Chief says brawl stemmed from racism 'rearing its ugly head',2018-09-19,2018-09-19,0,British Columbia,M'Chigeeng,,Criminal: Unknown,,,Indigenous,,,,,,,,,,,,"C; race relations; anti-indigenous; M'Chigeeng, BC",,,,
177,https://www.ctvnews.ca/canada/ontario-town-rejects-bid-to-remove-statue-of-confederate-army-doctor-1.4099745,Ontario town rejects bid to remove statue of Confederate Army doctor,2018-09-18,2018-09-18,0,Ontario,Kincardine,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,"NC; race relations; anti-black; Kincardine, ON",,,,
178,https://www.cbc.ca/news/canada/montreal/quebec-solidaire-dental-care-poster-1.4821889,Is this election poster racist?,2018-09-14,2018-09-14,0,Quebec,Montreal,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; race relations; anti-black; Montreal,,,,
180,https://www.ctvnews.ca/canada/swastikas-spray-painted-in-park-on-school-in-dartmouth-n-s-1.4086409,"Swastikas spray painted in park, on school in Dartmouth, N.S.",2018-09-09,2018-09-09,0,Nova Scotia,Dartmouth,,,,,,,,,,,,,,Religious discrimination: Anti-Semitism,Educational institute: Other,Vandalism,"Police investigation; vandalism; anti-semitic; Dartmouth, NS",,,,
181,https://www.thestar.com/news/canada/2018/09/07/first-nation-demands-inquiry-into-violence-linked-to-hydro-development.html,First Nation demands inquiry into violence linked to hydro development,,2018-09-07,,Manitoba,,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; race realtions; anti-indigenous; Manitoba,,,,
183,https://www.thestar.com/news/gta/2018/09/26/crown-calls-one-year-jail-sentence-unfit-after-judge-takes-anti-black-racism-into-account.html,Crown calls one-year jail sentence ‘unfit’ after judge takes anti-Black racism into account,,2018-09-26,,Ontario,Toronto,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,,,C; race relations; anti-black; Toronto,,,,
184,https://www.ctvnews.ca/canada/it-disgusts-me-outrage-after-racist-letter-sent-to-asian-realtor-in-b-c-1.4109531,It disgusts me': Outrage after racist letter sent to Asian realtor in B.C.,2018-09-25,2018-09-26,-1,British Columbia,Coquitlam,,Criminal: Unknown,,,,,,,,,,,,,,Hate speech: Letter/flyer,"C; hate speech; anti-asian; Coquitlam, BC",,,,
185,https://www.cbc.ca/news/canada/manitoba/keeseekoowenin-ojibway-first-nation-human-rights-tribunal-1.4839989,Woman alleges racial discrimination by First Nation at human rights tribunal,2018-09-27,2018-09-27,0,Manitoba,Keeseekoowenin Ojibway First Nation,,,,,,,,,,,,,,,,Hate speech: Other,"Human Rights Tribunal; race relations, hate speech; anti-white; Keeseekoowenin Ojibway First Nation, MB",,,,
188,http://dailyhive.com/montreal/graffiti-removal-group-erases-defaces-muslim-election-poster,Graffiti-removal group erases defaced Muslin election sign,,2018-10-10,,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Vandalism,NC; vandalism; anti-muslim; Montreal,,,,
190,https://www.ctvnews.ca/canada/racism-a-right-wing-value-b-c-teacher-criticized-for-political-worksheet-1.4120976,Racism a right-wing value? B.C. teacher criticized for political worksheet,2018-10-04,2018-10-04,0,British Columbia,Kamloops,,Non-Criminal,,,,,,,,,,,,,Educational institute: Other,,"NC; race relations; anti-racism; Kamloops, BC",,,,
191,https://www.cbc.ca/news/canada/nova-scotia/nail-gun-shooting-racism-pictou-county-construction-site-1.4844667,Man alleging he faced racism at worksite says he was purposely shot with nail gun,2018-10-04,2018-10-04,0,Nova Scotia,Pictou County,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,Workplace,Harassment: Other,C; harassment; anti-black; Nova Scotia's Pictou County,,,,
192,https://montrealgazette.com/news/local-news/as-furor-grows-over-caq-hijab-ban-anti-racism-protest-set-for-sunday,"As furor grows over CAQ hijab ban, anti-racism protest set for Sunday",2018-10-04,2018-10-04,0,Quebec,,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; race relations rally; anti-muslim; Quebec,,,,
193,https://www.ctvnews.ca/canada/edmonton-police-apologize-for-describing-girl-as-mulatto-in-amber-alert-1.4124507,Edmonton police apologize for describing girl as 'mulatto' in Amber Alert,2018-10-06,2018-10-06,0,Alberta,Edmonton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; race relations; anti-black; Edmonton,,,,
194,https://montrealgazette.com/news/local-news/montreal-the-moment/montreals-john-a-macdonald-statue-spray-painted-by-activists,Montreal's John A. Macdonald statue vandalized by activists,2018-10-08,2018-10-07,1,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,,,Vandalism,NC; vandalism; anti-racism; Montreal,,,,
195,https://www.cbc.ca/news/canada/british-columbia/union-gore-vancouver-1.4853062,"Housing, homelessness and a history of discrimination come together at 1 Vancouver intersection",2018-10-06,2018-10-06,0,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Vancouver,,,,
196,https://www.cbc.ca/news/canada/montreal/anti-racist-demonstration-montreal-1.4854245,"Legault has got to go': Thousands in Montreal march to protest racism, incoming premier",2018-10-07,2018-10-07,0,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; race relations; anti-muslim; Montreal,,,,
198,https://www.theglobeandmail.com/canada/article-cindy-gladue-hearing-to-shine-spotlight-on-questions-about-racism-in/,Cindy Gladue hearing to shine spotlight on questions about racism in Canada’s courts,2018-10-08,2018-10-08,0,Alberta,Edmonton,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; race relations rally; anti-indigenous; Edmonton,,,,
199,https://www.theglobeandmail.com/canada/toronto/article-public-safety-policing-and-racism-at-the-forefront-of-fight-for/,"Public safety, policing and racism at the forefront of fight for single council seat in Toronto’s Humber River-Black Creek riding",2018-10-07,2018-10-07,0,Ontario,Toronto,,,,,,,,,,,,,,,Politics,,Political campaign; race relations; not specified; Toronto,,,,
200,https://www.cbc.ca/news/canada/nova-scotia/anti-racism-rally-new-glasgow-nail-gun-shooting-dlamini-1.4854924,Anti-racism rally held after a black man was shot in the back with nail gun,2018-10-09,2018-10-09,0,Nova Scotia,New Glasgow,,Non-Criminal,,,,,,,,,,,,,,,"NC; race relations rally; anti-racism; New Glasgow, NS",,,,
201,https://nationalpost.com/news/canada/reserve-force-commanders-dumped-racial-incidents-alleged-army-units-in-ontario-dealing-with-crisis-in-leadership,"Reserve force commanders dumped, racial incidents alleged: Army units in Ontario dealing with crisis in leadership",2018-10-09,2018-10-09,0,Ontario,,,,,,,,,,,,,,,,Protective services: Military,,Military investigation; racial alligations; not specified; Ontario,,,,
202,https://nationalpost.com/news/canada/far-right-fringe-candidate-in-toronto-mayoral-race-sues-bell-for-refusing-to-air-her-campaign-ad,Far-right fringe candidate in Toronto mayoral race sues Bell for refusing to air her campaign ad,2018-10-09,2018-10-09,0,Ontario,Toronto,,,,,,,,,,,,,,,Politics,,Political campaign; race relations; white supremacists; Toronto,,,,
203,https://www.cbc.ca/news/canada/hamilton/sgro-afro-canadian-1.4856566,Afro Caribbean members 'very disappointed' that Vito Sgro skipped their debate,2018-10-10,2018-10-10,0,Ontario,Hamilton,,,,,Black/African/Caribbean,,,,,,,,,,Politics,,Political campaign; race relations; anti-black; Hamilton,,,,
204,https://www.theglobeandmail.com/politics/article-ottawa-holds-consultations-on-racism-behind-closed-doors/,Ottawa holds consultations on racism behind closed doors,2018-10-15,2018-10-15,0,Ontario,Ottawa,,,,,,,,,,,,,,,Politics,,Political; race relations; anti-racism; Ottawa,,,,
205,https://www.vice.com/en_ca/article/xw9pwj/soldiers-of-odin-edmonton-chapter-shuts-down-rebrands-as-canadian-infidels,"Soldiers of Odin Edmonton Chapter Shuts Down, Rebrands As ‘Canadian Infidels’",2018-10-15,2018-10-15,0,Alberta,Edmonton,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; white supremacists; Edmonton,,,,
207,https://www.cbc.ca/news/canada/edmonton/st-albert-racism-indigenous-letter-1.4867362,Go back where Indians belong': St. Albert mother frightened by racist letter from neighbour,2018-10-17,2018-10-17,0,Alberta,St. Albert,,Non-Criminal,,,Indigenous,,,,,,,,,,,"Harassment: Other, Hate speech: Letter/flyer","NC; harassment; anti-indigenous; St. Albert, AB",,,,
208,https://www.mississauga.com/news-story/8965954-mississauga-mayoral-candidate-kevin-johnston-charged-with-hate-crime-against-muslims-case-returns-to-court-after-election/,"Mississauga mayoral candidate Kevin Johnston charged with hate crime against Muslims, case returns to court after election",2018-10-16,2018-10-16,0,Ontario,Mississauga,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Islamophobia,,,C; hate crime; anti-muslim; Mississauga,,,,
209,https://www.huffingtonpost.ca/2018/10/19/pablo-rodriguez-systemic-racism_a_23566269/,Heritage Minister Pablo Rodriguez Walks Back Remarks Questioning Systemic Racism,,2018-10-19,,Ontario,Ottawa,,,,,,,,,,,,,,,Politics,,Political; race relations; anti-racism; Ottawa,,,,
210,https://lfpress.com/news/canada/ontario-school-board-accused-of-pressuring-teachers-not-to-teach-racist-to-kill-a-mockingbird/wcm/ba715ee8-71a6-4ba5-8898-0caf34812983,Ontario school board accused of pressuring teachers not to teach ‘racist’ To Kill a Mockingbird,2018-10-18,2018-10-18,0,Ontario,Peel Region,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Other,,"NC; race relations; anti-black; Peel, ON",,,,
211,https://www.cbc.ca/news/canada/calgary/alberta-facebook-instagram-store-controversy-1.4872175,Facebook temporarily bans woman who called out store name with anti-Indigenous slur,2018-10-22,2018-10-22,0,Alberta,Calgary,,Non-Criminal,,,Indigenous,,,,,,,,,,Online: Social media,,NC; race relations; anti-indigenous; Calgary,,,,
212,https://www.cbc.ca/news/canada/hamilton/brantford-mosque-hate-crime-1.4874470,Police investigating hate crime after 'hateful remarks' spray painted on Brantford Mosque,2018-10-23,2018-10-23,0,Ontario,Brantford,Brantford Mosque,,,,,,,,,,,,,Religious discrimination: Islamophobia,,Vandalism,Police investigation; vandalism; anti-muslim; Brantford,,,,
213,https://www.cbc.ca/news/canada/toronto/york-school-board-resignation-1.4879429,York school board trustee 'reconsidering' resignation after saying opponent 'not born in Canada',2018-10-26,2018-10-26,0,Ontario,Toronto,York,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Sikhism,Educational institute: Other,,NC; race relations; anti-sikh; York,,,,
214,https://www.cbc.ca/news/canada/calgary/calgary-bus-assault-hate-crime-1.4886085,Calgary bus incident being investigated as possible hate crime,2018-10-31,2018-10-31,0,Alberta,Calgary,,,,,,,,,,,,,,,Transit,,Police investigation; hate crime; not specified; Calgary,,,,
215,https://www.cbc.ca/news/canada/nova-scotia/nscc-apologizes-for-door-decoration-it-says-was-racist-1.4885803,NSCC apologizes for door decoration it says was racist,2018-10-31,2018-10-31,0,Nova Scotia,Yarmouth,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,"NC; race relations; anti-black; Yarmouth, NS",,,,
216,https://www.ctvnews.ca/canada/hate-speech-or-public-service-controversy-surrounds-steve-bannon-s-toronto-trip-1.4155683,Community groups in Toronto are calling for a planned event featuring controversial political figure Steve Bannon to be cancelled.,2018-10-30,2018-10-30,0,Ontario,Toronto,,,,,,,,,,,,,,,,,rally; race relations; anti-racism; Toronto,,,,
217,https://www.cbc.ca/news/canada/edmonton/cfl-agent-black-face-1.4880779,CFL player agent shamed on social media over blackface costume,2018-10-26,2018-10-26,0,Alberta,Edmonton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Online: Social media,,NC; race relations; anti-black; Edmonton,,,,
218,https://www.cbc.ca/news/canada/edmonton/alberta-school-division-apologizes-after-employee-dressed-up-in-blackface-1.4662255,Alberta school division apologizes after employee dressed up in blackface,2018-05-14,2018-05-14,0,Alberta,Edmonton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Other,,NC; race relations; anti-black; Edmonton,,,,
219,https://www.cbc.ca/news/canada/edmonton/halloween-costume-guidelines-cultural-appropriation-metis-1.4883106,City of Edmonton urges employees to choose respectful Halloween costumes,2018-10-29,2018-10-29,0,Alberta,Edmonton,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; race relations; anti-indigenous; Edmonton,,,,
220,https://www.cbc.ca/news/canada/edmonton/kenney-campaign-worker-controversy-1.4885151,"Jason Kenney disavows former campaign worker, wants to screen prospective UCP members",2018-10-30,2018-10-30,0,Alberta,Calgary,,,,,,,,,,,,,,,Politics,,Political; race relations; white supremacists; Calgary,,,,
221,https://www.cbc.ca/news/canada/nova-scotia/okay-to-be-white-halifax-1.4887174,It's okay to be white' signs posted around Halifax,2018-11-01,2018-11-01,0,Nova Scotia,Halifax,,Non-Criminal,,,,,,,,,,,,,,Hate speech: Other,NC; hate speech; white supremacists; Halifax,,,,
222,https://www.cbc.ca/news/canada/manitoba/hate-messages-university-manitoba-campus-1.4889084,Hate messages show up on University of Manitoba campus,2018-11-02,2018-11-02,0,Manitoba,Winnipeg,University of Manitoba,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,Educational institute: Post-secondary,Hate speech: Other,"NC; hate speech, race relations; white supremacists, anti-muslim; Winnipeg",,,,
223,https://www.theglobeandmail.com/canada/article-winnipeg-man-stabbed-after-protecting-bus-passenger-from-racist-slurs/,Winnipeg man stabbed after protecting bus passenger from racist slurs and threats,2018-11-05,2018-11-05,0,Manitoba,Winnipeg,,Criminal: Unknown,,,,,,,,,,,,,Transit,Hate speech: Other,"C; assault, hate seech; not specified; Winnipeg",,,,
224,https://globalnews.ca/news/4626621/edmonton-first-nations-mother-racism/,First Nations mother thankful for support after woman hurled racist remarks at her on Edmonton bus,2018-11-03,2018-11-02,1,Alberta,Edmonton,,Non-Criminal,,,Indigenous,,,,,,,,,,Transit,Hate speech: Other,NC; hate speech; anti-indigenous; Edmonton,,,,
225,https://globalnews.ca/news/4626251/trolling-racially-charged-posters-proclaiming-its-okay-to-be-white-posted-in-new-westminster/,‘Trolling’ racially charged posters proclaiming ‘It’s okay to be white’ posted in New Westminster,2018-11-02,2018-11-02,0,British Columbia,New Westminster,,,,,,,,,,,,,,,,Hate speech: Other,"Police investigation; hate speech; white supremacists; New Westminster, BC",,,,
