Incident ID,Article URL,Incident Description,Publication Date,Incident Date,Pub Date Minus Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Previous Tags,Needs Review,D4G Notes,CCMF Notes,Status
421,https://globalnews.ca/news/5302433/york-region-high-school-student-assault-racism/,"‘A f-ing n-word’: York Region high school student says she was beaten, called racial slurs",2019-05-22,2019-05-22,0,Quebec,Sutton,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,Educational institute: K-12,Hate speech: Other,C; hate speech; anti-black; Sutton,,,,
422,https://www.tricitynews.com/news/racist-comments-over-walmart-pa-upset-customers-in-coquitlam-1.23833302,Racist comments over Walmart PA upset customers in Coquitlam,2019-05-24,2019-05-24,0,British Columbia,Coquitlam,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Coquitlam,,,,
423,https://www.huffingtonpost.ca/entry/raptors-superfan-nav-bhatia-racist-tweet_ca_5ce99b87e4b00356fc227179,Raptors Superfan Nav Bhatia Targeted With Racist Tweet.,,2019-05-25,,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Sikhism,,Hate speech: Other,NC; hate speech; anti-sikh; Toronto,,,,
424,https://www.huffingtonpost.ca/entry/quebec-city-mosque-alleged-assault_ca_5ceb024ae4b0512156f3d52b,Police Probe Hate-Motivated Incident At Quebec City Mosque,,2019-05-26,,Quebec,,,,,,,,,,,,,,,"Religious discrimination: Islamophobia, Xenophobia",,Hate speech: Other,Investigation; hate speech; anti-muslim ; anti-immigration; Quebec,,,,
425,https://www.theglobeandmail.com/canada/article-thunder-bay-police-board-in-turmoil-following-removal-of-lawyer-calls/,"Thunder Bay police board in turmoil following removal of lawyer, calls for mayor’s resignation from body",2019-05-28,2019-05-28,0,Ontario,Thunder Bay,,Non-Criminal,,,,,,,,,,,,,,,NC; other; other; Thunderbay,,,,
426,https://www.cbc.ca/news/canada/ottawa/ottawa-police-hate-graffiti-1.5152132,Ottawa police investigate 3 hate graffiti incidents,2019-05-28,2019-05-28,0,Ontario,Ottawa,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,,Vandalism,C; vandalism; anti-black; Ottawa,,,,
427,https://globalnews.ca/news/5331439/canadian-historical-association-unb/,professor at the University of New Brunswick accused of being a white nationalist is coming under more criticism.,2019-05-29,2019-05-29,0,New Brunswick,Fredericton,University of New Brunswick,Non-Criminal,,,,,,,,,,,,,Educational institute: Post-secondary,Hate speech: Other,NC; hate speech; white supremacists; Fredricton,,,,
428,https://www.cbc.ca/news/canada/ottawa/louis-riel-hate-graffiti-1.5152789,Ottawa high school latest target of anti-black graffiti,2019-05-28,2019-05-29,-1,Ontario,Ottawa,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,Educational institute: K-12,Vandalism,C; vandalism; anti-black; Ottawa,,,,
429,https://www.nationalobserver.com/2019/05/30/news/local-ontario-councillor-sued-after-calling-out-conservative-silence-white,He called out Conservatives' silence on white supremacists. Then he got sued.,2019-03-15,2019-05-30,-76,Ontario,,,,,,,,,,,,,,,,,Hate speech: Other,Lawsuit; hate speech; white supremacists; Ontario,,,,
430,https://www.reuters.com/article/us-canada-aboriginal/canadian-inquiry-calls-deaths-of-indigenous-women-genocide-idUSKCN1T41XF,Canadian inquiry calls deaths of indigenous women 'genocide',2019-06-03,2019-06-02,1,Ontario,Ottawa,,Non-Criminal,,,Indigenous,,,,,,,,,Sexism,Politics,,NC; political; anti-indigenous ; gendered; Ottawa,,,,
431,https://www.thepostmillennial.com/mad-max-team-scrambles-to-douse-dumpster-fire-ignited-by-racist-emails/,Maxime Bernier’s PPC scrambles to douse dumpster fire ignited by racist emails,2019-05-31,2019-06-02,-2,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Xenophobia,Politics,,NC; political; anti-immigration; Ottawa,,,,
432,https://www.nationalobserver.com/2019/06/03/news/exclusive-canadian-facebook-page-weaponized-islamophobia-behind-facade-news,Canadian Facebook page weaponized Islamophobia behind facade of 'news',,2019-06-03,,,,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,Online: Social media,Hate speech: Other,NC; hate speech; anti-muslim; National,,,,
433,https://dailyhive.com/vancouver/coquitlam-delivery-business-called-out-for-using-lynching-imagery-website,"Coquitlam delivery company condemned for use of KKK, 'lynching' photo on website",2019-06-04,2019-06-04,0,British Columbia,Coquitlam,,,,,Black/African/Caribbean,,,,,,,,,,Online: Other,Hate speech: Other,Investigation; hate speech; white supremacists ; anti-black; Coquitlam,,,,
434,https://o.canada.com/pmn/news-pmn/canada-news-pmn/police-investigating-series-of-suspected-hate-crimes-in-burlington/wcm/27d76680-5514-4398-b049-2987fd3e8252,Police investigating series of suspected hate crimes in Burlington,2019-06-05,2019-06-05,0,Ontario,Burlington,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,C; vandalism; anti-semetic; Burlington,,,,
435,https://dailyhive.com/vancouver/black-student-racial-profiling-ubc-academic-conference,Black student alleges racial profiling at UBC academic conference,,2019-06-05,,British Columbia,Vancouver,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-black; Vancouver,,,,
436,https://montreal.citynews.ca/2019/06/06/canadian-premier-league-investigating-use-of-racial-slurs-following-cavalry-fc-game/,Cavalry FC players allege being victims of racist remarks in Hamilton,2019-06-06,2019-06-06,0,Ontario,Hamilton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Hamilton,,,,
437,https://www.cbc.ca/news/canada/hamilton/people-s-party-bernier-burlington-tweet-racism-1.5163501,People's Party of Canada slammed for racist tweet from Burlington account,2019-06-05,2019-06-06,-1,Ontario,Burlington,,Non-Criminal,,,,,,,,,,,,,Politics,Hate speech: Other,NC; hate speech ; political; other; Burlington,,,,
438,https://vancouversun.com/news/national/b-c-wing-of-peoples-party-targeted-by-forged-emails-apparently-designed-to-discredit-it,Emails that appeared to come from the B.C. chapter of Maxime Bernier’s People’s Party of Canada were recently provided to the media. They purported to show a top party organizer promoting racism.,2019-06-07,2019-06-07,0,British Columbia,Vancouver,,,,,,,,,,,,,,,Politics,,Investigation; political; other; Vancouver,,,,
439,https://globalnews.ca/news/5368606/david-argyle-toronto-wolfpack-ceo-resigns/,"Toronto Wolfpack CEO, chairman resigns after racism scandal",2019-06-07,2019-06-07,0,Ontario,Toronto,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Toronto,,,,
440,https://www.cbc.ca/news/canada/montreal/bill-21-sit-in-protest-quebec-city-secularism-1.5170846,Protesters in Quebec City say Bill 21 will 'create barriers for future generations',2019-06-11,2019-06-11,0,Quebec,Quebec City,,Non-Criminal,,,,,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Anti-Sikhism, Religious discrimination: Islamophobia",,,NC; policy; anti-muslilm ; anti-sikh ; anti-semetic; Quebec City,,,,
441,https://globalnews.ca/news/5383187/police-islamophobic-graffiti-london-muslim-mosque/,Police investigating Islamophobic graffiti outside London Muslim Mosque,2019-06-12,2019-06-12,0,Ontario,London,London Muslim Mosque,,,,,,,,,,,,,Religious discrimination: Islamophobia,,Vandalism,Investigation; vandalism; anti-muslim; London,,,,
442,https://www.cbc.ca/news/canada/hamilton/pride-hamilton-protest-1.5178037,Police took 'far too long' to respond to 'violent' Pride protest: Pride Hamilton,2019-06-17,2019-06-17,0,Ontario,Hamilton,,Criminal: Unknown,,,,,,,,,,,,"Anti-2SLGBTQIA+, Religious discrimination: Islamophobia",,,C; protest; anti-muslim ; homophobic; Hamilton,,,,
443,https://www.employmentlawtoday.com/article/40426-alberta-human-rights-tribunal-renders-landmark-costs-award-against-complainant/?utm_source=Mondaq&utm_medium=syndication&utm_campaign=View-Original,Alberta Human Rights Tribunal renders landmark costs award against complainant,2019-06-20,2019-06-20,0,Alberta,Calgary,,,,,,,,,,,,,,,,,Human Rights; discrimination at work; other; Calgary,,,,
444,https://pressprogress.ca/videos-show-far-right-hate-groups-launching-violent-attacks-inside-torontos-eaton-centre/,Videos Show Far-Right Hate Groups Launching Violent Attacks Inside Toronto’s Eaton Centre,2019-06-24,2019-06-24,0,Ontario,Toronto,Eaton Centre,Criminal: Unknown,,,,,,,,,,,,"Anti-2SLGBTQIA+, Religious discrimination: Islamophobia",,,C; protest; anti-muslim ; homophobic; Toronto,,,,
445,https://www.huffingtonpost.ca/entry/air-canada-racism-passenger_ca_5d126154e4b0a39418697e00,"Air Canada Refused To Act After 'Despicable' Racism, Says Passenger",,2019-06-26,,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim; Toronto,,,,
446,https://www.rcinet.ca/en/2019/06/26/ottawa-unveils-anti-racism-initiative/,Ottawa unveils anti-racism initiative,2019-06-26,2019-06-26,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,,,,NC; policy; anti-racism; Ottawa,,,,
447,https://globalnews.ca/news/5433079/air-canada-racist-incident-sonamjeet-narwan/,‘Pure incompetence’: Passenger calls out Air Canada over handling of racist incident,2019-06-26,2019-06-26,0,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim; Toronto,,,,
448,https://calgary.ctvnews.ca/faith-based-groups-in-calgary-unite-in-opposition-of-quebec-s-legalized-discrimination-1.4484668,Faith-based groups in Calgary unite in opposition of Quebec's 'legalized discrimination',2019-06-26,2019-06-26,0,Quebec,,,Non-Criminal,,,,,,,,,,,,,,,NC; policy; anti-racism; Quebec,,,,
449,https://nationalpost.com/news/politics/theres-a-debate-over-canadas-new-definition-of-anti-semitism-and-it-might-sound-strangely-familiar,debate over Canada's new definition of anti-Semitism,2019-06-28,2019-06-27,1,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,,NC; policy; anti-semitism; Ottawa,,,,
450,https://www.nationalobserver.com/2019/06/27/news/dont-read-darker-skinned-trudeau-image-conservatives-insist,"Don't read into darker-skinned Trudeau image, Conservatives insist",2019-06-26,2019-06-29,-3,,,,Non-Criminal,,,,,,,,,,,,,Politics,Hate speech: Imagery,NC; political; other; national,,,,
451,https://toronto.citynews.ca/2019/06/30/hate-crime-investigators-probing-alleged-assault-at-canadas-wonderland/,Hate crime investigators probing alleged assault at Canada's Wonderland,2019-06-30,2019-06-30,0,Ontario,Toronto,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,C; hate speech; anti-muslim; Toronto,,,,
452,https://www.hilltimes.com/2019/07/03/continued-liberal-delays-to-end-sexist-indian-status-rules-baffling-to-indigenous-advocates/206156,Continued Liberal delays to end sexist Indian status rules ‘baffling’ to Indigenous advocates,,2019-07-03,,Ontario,Ottawa,,Non-Criminal,,,Indigenous,,,,,,,,,Sexism,,,NC; policy; anti-indigenous ; gendered; Ottawa,,,,
453,https://www.straight.com/news/1262216/racism-among-non-whites-black-woman-complains-against-ethnically-diverse-surrey-company,Racism among nonwhites: Black woman complains against ethnically diverse Surrey company,2019-07-03,2019-07-03,0,British Columbia,Surrey,,,,,Black/African/Caribbean,,,,,,,,,,,,Human Rights; discrimination at work; anti-black; Surrey,,,,
454,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/first-nations-basketball-players-to-hit-court-despite-dispute-with-referees/wcm/c74f1ac0-1c4b-4eb2-9741-c48529fda3b6/amp/,Alberta First Nation basketball players to hit court despite referee dispute,2019-07-03,2019-07-03,0,Alberta,Calgary,,Non-Criminal,,,Indigenous,,,,,,,,,,Sports: Basketball,,NC; other; anti-indigenous; Calgary,,,,
455,https://www.cbc.ca/news/canada/british-columbia/former-b-c-jail-guard-wins-human-rights-case-for-racism-1.5202461,"The B.C. Human Rights Tribunal has concluded a former jail guard faced racism at a pre-trial centre it described as a ""poisoned work environment.""",2019-07-05,2019-07-05,0,British Columbia,Port Coquitlam,,,,,Black/African/Caribbean,,,,,,,,,,Workplace,,Human Rights; discrimination at work; anti-black; North Fraser,,,,
456,https://www.americanbazaaronline.com/2019/07/05/man-in-british-columbia-writes-racist-graffiti-outside-gurudwara-438142/,Man in British Columbia writes racist graffiti outside gurudwara,2019-10-29,2019-07-05,116,British Columbia,Williams Lake,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Sikhism,,Vandalism,C; vandalism; anti-sikh; Williams Lake,,,,
457,https://www.cbc.ca/news/politics/rcmp-nationalist-party-1.5198409,RCMP Hate speech probe launched,2019-07-05,2019-07-05,0,Manitoba,Grand Rapids,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Hate speech: Other,C; hate speech ; intellectual property; anti-semitism; Grand Rapids,,,,
458,https://www.cbc.ca/news/canada/nova-scotia/blackface-halifax-pride-black-community-facekini-photo-poster-1.5201378,Halifax Pride pulls promotional photo over blackface allegations,2019-07-07,2019-07-07,0,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Halifax,,,,
459,https://www.cbc.ca/news/canada/british-columbia/victoria-bc-motion-against-quebec-bill-21-religious-symbols-1.5203408,"Victoria will join Brampton, Ont., in condemning Quebec's ban of religious symbols at work",2019-07-08,2019-07-08,0,British Columbia,Victoria,,Non-Criminal,,,,,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Anti-Sikhism, Religious discrimination: Islamophobia, Sexism",Workplace,,NC; policy; anti-muslim ; anti-sikh ; anti-semitism ; gendered; Victoria,,,,
460,https://calgarysun.com/business/local-business/racist-branding-at-whyte-avenue-candy-store-removed-after-social-media-backlash/wcm/5b257957-66cb-4dbe-930b-0cd9b4ef4d16,Racist branding at Edmonton candy store removed after social media backlash,2019-07-09,2019-07-08,1,Alberta,Edmonton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Online: Social media,Hate speech: Other,NC; hate speech (branding); anti-black; Edmonton,,,,
461,https://www.ourwindsor.ca/news-story/9496826-maxime-bernier-criticized-for-posing-with-members-of-northern-guard-at-calgary-stampede/,Maxime Bernier criticized for posing with members of Northern Guard at Calgary Stampede,,2019-07-10,,Alberta,Calgary,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,Politics,,NC; political; anti-muslim ; white supremacy; Calgary,,,,
462,https://www.cbc.ca/news/canada/montreal/human-rights-complaint-over-racist-scouts-songbook-1.5206540,Montreal mom lodges racism complaint over 'unthinkable' Scouts songbook,2019-07-10,2019-07-10,0,Quebec,Montreal,,,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,Human Rights; hate speech; anti-black; Montreal,,,,
463,https://www.cbc.ca/news/canada/toronto/wonderland-hate-crime-investigation-york-police-1.5207327,"Alleged assault at Canada's Wonderland not 'hate-motivated,' no charges to be laid,",2019-07-10,2019-07-10,0,Ontario,Toronto,York,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Islamophobia,,,C; assualt; anti-muslim; York,,,,
464,https://www.cbc.ca/news/canada/nova-scotia/racial-discrimination-department-of-national-defence-halifax-workplace-apprentice-1.5207193,DND ordered to pay $25K for 'pure and simple racial prejudice',2019-07-14,2019-07-14,0,Nova Scotia,Halifax,,,,,Black/African/Caribbean,,,,,,,,,,,,Human Rights; discrimination at work; anti-black; Halifax,,,,
465,https://beta.canada.com/news/canada/indigenous-residents-of-ontario-island-face-discrimination-at-border-crossing-suit/wcm/d9cc3402-842f-4beb-916c-e105efb94a14/amp/,Indigenous residents forced to cross border to reach rest of Canada seek $150M for 'systemic discrimination',2019-07-17,2019-07-16,1,Ontario,Cornwall,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; other; anti-indigenous; Cornwall,,,,
466,https://globalnews.ca/news/5511532/kamloops-hate-crime-beating/,B.C. man beaten at Kamloops nightclub claims RCMP ignored racial motives for attack,2019-07-17,2019-07-17,0,British Columbia,Kamloops,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,,,C; assualt; anti-black; Kamloops,,,,
467,https://www.ctvnews.ca/canada/ontario-waterpark-criticized-over-racist-images-on-kongo-expedition-ride-1.4513331,Ontario waterpark criticized over 'racist images' on 'Kongo Expedition' ride,2019-07-18,2019-07-18,0,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Imagery,NC; other; anti-black; Ottawa,,,,
468,https://www.cbc.ca/news/canada/manitoba/people-party-canada-winnipeg-elmwood-transcona-resigns-quits-1.5215988,People's Party board in a Winnipeg riding quits over concerns about racism,2019-07-18,2019-07-18,0,Manitoba,Winnipeg,,Non-Criminal,,,,,,,,,,,,"Religious discrimination: Anti-Semitism, Xenophobia",,Hate speech: Other,NC; hate speech; anti-semitism ; anti-immigration; Winnipeg,,,,
469,https://www.cbc.ca/news/canada/nova-scotia/harbourville-bonfire-nightmare-muslim-friends-1.5220817,"Muslim friends allege violent threats, racist slurs at Annapolis Valley beach",2019-07-22,2019-07-22,0,Nova Scotia,Berwick,,,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,Police Investigation; hate speech; anti-muslim; Berwick,,,,
470,https://dailyhive.com/vancouver/vancouver-councillor-motion-anti-semitism-july-2019,Vancouver councillor introduces motion to better define anti-Semitism,2019-07-18,2019-07-22,-4,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,,NC; policy; anti-racism; Vancouver,,,,
471,https://www.straight.com/news/1277836/sechelt-rcmp-alerted-after-anti-semitic-threats-appear-social-media,Sechelt RCMP alerted after anti-Semitic threats appear on social media,2018-02-04,2019-07-23,-534,British Columbia,Sechelt,,,,,,,,,,,,,,Religious discrimination: Anti-Semitism,Online: Social media,,Police Investigation; threats; anti-semitism; Sechelt,,,,
472,https://www.cbc.ca/news/canada/montreal/quebec-city-man-decries-racist-violence-after-being-stabbed-leaving-a-store-1.5222628,Quebec City man decries racist violence after being stabbed leaving convenience store,2019-07-23,2019-07-23,0,Quebec,Quebec City,,Criminal: Unknown,,,,,,,,,,,,"Religious discrimination: Islamophobia, Xenophobia",,,C; assualt; ant-immigration ; anti-muslim; Quebec City,,,,
473,https://edmonton.citynews.ca/2019/09/17/ppc-apology-legal-action-bernier/,Maxime Bernier and his party are at the centre of legal action after a riding association apparently called an anti-fascist activist a ‘terrorist’ on social media,2019-09-17,2019-07-24,55,Manitoba,Winnipeg,,,,,,,,,,,,,,Religious discrimination: Islamophobia,Online: Social media,Harassment: Other,Legal Action; harrassment; anti-muslim; Winnipeg,,,,
474,https://edmonton.citynews.ca/2019/07/24/saskatchewan-premier-draws-ire-for-tweeting-photo-of-car-with-confederate-flag/,Saskatchewan premier draws ire for tweeting photo of car with Confederate flag,2019-07-24,2019-07-25,-1,Saskatchewan,Regina,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political; white supremacy; Regina,,,,
475,https://www.cbc.ca/news/politics/maxime-bernier-immigration-speech-mississauga-1.5224114,Maxime Bernier says his party would cap immigration levels at 150K,2019-07-24,2019-07-25,-1,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Xenophobia,Politics,,NC; political; anti-immigration; Toronto,,,,
476,https://www.narcity.com/news/ca/on/toronto/michael-stafford-is-getting-called-out-for-tweeting-and-deleting-racist-comments,A Toronto Radio Host Is Getting Called Out For Tweeting And Deleting Racist Comments,,2019-07-25,,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,"Religious discrimination: Islamophobia, Sexism",,Hate speech: Other,NC; hate speech; anti-muslims ; gendered; Toronto,,,,
477,https://globalnews.ca/news/5684947/montreal-woman-alleges-assault-montreal/,Muslim woman alleges verbal assault on Montreal street: ‘It was pretty scary’,2019-07-25,2019-07-25,0,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim; Montreal,,,,
478,https://www.timesofisrael.com/montreal-taxi-driver-beats-jewish-man-yells-wont-move-for-any-fing-jews/,"Montreal taxi driver beats Jewish man, yells ‘won’t move for any f***ing Jews’",2019-07-28,2019-08-01,-4,Quebec,Montreal,,,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Hate speech: Other,Police Investigation; hate speech; anti-semitism; Montreal,,,,
479,https://o.canada.com/news/regina-police-investigating-after-coffee-thrown-at-two-men/wcm/86b2b39c-ca69-4933-bf13-a6874f08c381,Someone threw coffee at two men in Regina and police aren't ruling out racism as a motive,2019-08-02,2019-08-02,0,Saskatchewan,Regina,,Non-Criminal,,,South Asian,,,,,,,India,,,,Harassment: Other,NC; harrassment; anti-indian; Regina,,,,
480,https://www.abbynews.com/news/catholic-says-khalsa-credit-union-denied-her-membership-because-of-religion/,Catholic says Khalsa Credit Union denied her membership because of religion,,2019-08-02,,British Columbia,Surrey,,Non-Criminal,,,,,,,,,,,,,,,NC; discrimination; other; Surrey,,,,
481,https://www.timesofisrael.com/police-suspect-hate-crime-after-jewish-boys-assaulted-in-toronto/,Police suspect hate crime after Jewish boys assaulted in Toronto,,2019-08-05,,Ontario,Toronto,,,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Harassment: Other,Police Investigation; harrassment; anti-semitism; Toronto,,,,
482,https://www.narcity.com/news/ca/air-canada-faces-backlash-for-allegedly-forcing-12-year-old-passenger-to-remove-hijab,Air Canada Staff Allegedly Forced A 12-Year-Old Passenger To Remove Her Hijab,,2019-08-06,,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,,NC; other; anti-muslim; Toronto,,,,
483,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/edmonton-police-investigating-nazi-symbol-spray-painted-on-grass-near-mall/wcm/30167d67-5a67-4cf2-8a18-b2277926679e/amp/,Edmonton police investigating Nazi symbol spray painted on grass near mall,2019-08-06,2019-08-06,0,Alberta,Edmonton,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,C; vandalism; anti-semitism; Edmonton,,,,
484,http://www.israelnationalnews.com/News/News.aspx/267046,Imam ousted from community center in Edmonton,,2019-08-07,,Alberta,Edmonton,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim; Edmonton,,,,
485,https://www.jta.org/quick-reads,Canadian Jews launch $10 million campaign to keep Montreal community institutions safe,,2019-08-07,,Quebec,Montreal,,Non-Criminal,,,,,,,,,,,,,,,NC; other; anti-racism; Montreal,,,,
486,https://www.cbc.ca/news/canada/montreal/montreal-police-fined-black-man-500-as-he-took-out-the-recycling-he-blames-racial-profiling-1.5240564,Montreal police fined black man $500 as he took out the recycling. He blames racial profiling,2019-08-08,2019-08-08,0,Quebec,Montreal,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,C; profiled; anti-black; Montreal,,,,
487,https://globalnews.ca/news/5747556/victoria-busker-fake-ice-agent/,Mexican expat says he was harassed by fake immigration agent while busking in Victoria,2019-08-09,2019-08-08,1,British Columbia,Victoria,,Non-Criminal,,,Latin American,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-latin; Victoria,,,,
488,https://kitchener.ctvnews.ca/i-should-have-my-new-family-here-waterloo-man-suing-trudeau-over-fianc%C3%A9e-s-denied-visa-application-1.4543714,Waterloo man suing Trudeau over fiancée's denied visa application,2019-08-09,2019-08-09,0,Ontario,Waterloo,,,,,Black/African/Caribbean,,,,,,,,,,,,Other; other; anti-black; Waterloo,,,,
489,https://www.cbc.ca/news/canada/manitoba/youth-soccer-racist-incident-1.5242593,Winnipeg Youth Soccer Association examines policies after racist incident involving newcomers,2019-08-09,2019-08-09,0,Manitoba,Winnipeg,,Non-Criminal,,,,,,,,,,,,,,Hate speech: Other,NC; hate speech; other; Winnipeg,,,,
490,https://www.cbc.ca/news/canada/nova-scotia/googoo-human-rights-complaint-1.5240995,Former N.S. Native Women's Association president files human rights complaints over Googoo investigation,2019-08-09,2019-08-09,0,Nova Scotia,,,,,,Indigenous,,,,,,,,,Sexism,,,Human Rights; human rights; anti-indigenous ; gendered; Nova Scotia,,,,
491,https://www.cbc.ca/news/canada/ottawa/csis-calls-visits-mulslim-students-ottawa-1.5240044,Muslim student in Ottawa 'weirded out' by unexpected CSIS meeting,2019-08-11,2019-08-09,2,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; other; Ottawa,,,,
492,https://www.huffingtonpost.ca/entry/racist-camel-tweet-calgary_ca_5d519985e4b0cfeed1a1565e,Calgarian Torpedoes Racist 'Camel' Tweet With Witty Comeback,,2019-08-11,,Alberta,Calgary,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim; Calgary,,,,
493,https://www.straight.com/news/1315366/peoples-party-canada-candidates-signs-north-vancouver-targeted-racist-graffiti,People's Party of Canada candidate's signs in North Vancouver targeted with racist graffiti,,2019-10-17,,British Columbia,Vancouver,,,,,Middle Eastern,,,,,,,,,Religious discrimination: Islamophobia,Politics,Vandalism,Investigation; vandalism ; political; anti-arab ; anti-muslim; Vancouver,,,,
495,https://www.theglobeandmail.com/canada/british-columbia/article-ministry-of-education-launches-investigation-over-racism-at-vancouver/,Ministry of Education launches investigation over racism at Vancouver private boys school,2019-10-18,2019-10-18,0,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,Educational institute: Other,Hate speech: Other,NC; hate speech; not identified; Vancouver,,,,
496,https://www.cbc.ca/news/canada/toronto/it-never-should-have-happened-royal-canadian-legion-probes-why-rebel-news-event-held-at-toronto-branch-1.5326944,It never should have happened': Royal Canadian Legion probes why Rebel News event held at Toronto branch,2019-10-18,2019-10-18,0,Ontario,Toronto,,Non-Criminal,,,,,,,,,,,,,,Hate speech: Other,NC; hate speech; white supremacists ; anti-racism; Toronto,,,,
497,https://www.thechronicleherald.ca/federal-election/estonian-group-calls-for-removal-of-sydney-victoria-candidate-365140/,Estonian group calls for removal of Sydney-Victoria candidate,,2019-10-18,,Nova Scotia,Sydney,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political; other; Sydney,,,,
498,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-councillor-conflict-1.5327012,"Thunder Bay city councillor found in conflict of interest after a complaint filed by a Thunder Bay resident following a meeting held at the Boys and Girls Clubs on June 20. The meeting was highly charged and featured exchanges described by some as racist, according to the report.",2019-10-18,2019-10-18,0,Ontario,Thunder Bay,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,,NC; allegations ; political; anti-indigenous; Thunderbay,,,,
499,https://www.cbc.ca/news/canada/prince-edward-island/pei-halloween-cultural-appropriation-costumes-1.5318769,Pride P.E.I. is hosting a Halloween party on Oct. 26 and they encourage everyone to dress up in costume. But they've made one thing crystal clear — show up in anything culturally insensitive and there will be no trick or treats.,2019-10-19,2019-10-19,0,Prince Edward Island,Charlottetown,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-racism; Charlottetown,,,,
500,https://globalnews.ca/news/6038246/london-psychiatrist-dr-daniel-lefcoe-linked-to-support-of-canadian-nationalist-party/,"London psychiatrist, Dr. Daniel Lefcoe, linked to support of Canadian Nationalist Party",2019-10-19,2019-10-19,0,Ontario,London,,Non-Criminal,,,,,,,,,,,,,,,NC; allegations; white supremacists ; anti-racism; London,,,,
