incident_id,city_or_region,province,national,detailed_location,article_url,needs_review,notes
400,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9340674-peterborough-area-indigenous-women-pressure-feds-to-end-sex-discrimination-in-indian-act/,,
401,Ottawa,Ontario,,,https://www.theglobeandmail.com/politics/article-parents-of-kids-wrongly-flagged-by-no-fly-list-urge-senate-to-pass/,,
402,Ottawa,Ontario,,,https://www.theguardian.pe.ca/news/canada/montreal-neighbours-rally-around-black-family-targeted-by-racist-graffiti-308654/,,
403,Dartmouth,Nova Scotia,,,https://globalnews.ca/news/5251241/ndp-candidate-addresses-hateful-comments/,,
404,Toronto,Ontario,,,https://ca.news.yahoo.com/toronto-school-under-fire-for-mishandling-racist-incident-180836423.html,,
405,,Quebec,,,https://www.cbc.ca/news/canada/montreal/bill-21-institutionalize-discrimination-hearings-day-2-1.5127979,,
406,Burnaby,British Columbia,,,https://www.straight.com/news/1238686/i-dont-want-those-african-immigrants-here-black-woman-alleges-racism-burnaby-coffee,,
407,Hamilton,Ontario,,,https://www.chch.com/marc-lemire-tells-chch-claims-against-him-are-void-of-any-factual-basis/,,
408,Yellowknife,Northwest Territories,,,https://www.cbc.ca/news/canada/north/facebook-rejects-ulu-ads-1.5130252,,
409,Truro,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/it-puts-food-on-my-table-truckers-call-for-northern-pulp-extension-1.5129816,,
410,Toronto,Ontario,,York,https://www.cbc.ca/news/canada/toronto/york-school-board-lawsuit-1.5134169,,
411,,Saskatchewan,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/mounties-in-saskatchewan-investigating-video-of-nazi-flag-burning/wcm/4347494d-21bc-44c5-b486-42a8b4da1121,,
412,Mississauga,Ontario,,,https://www.cbc.ca/news/canada/toronto/kevin-johnston-paramount-2-5-million-mohamad-fakih-1.5134227,,
413,Ottawa,Ontario,,,https://www.cbc.ca/news/politics/goodale-report-public-safety-language-1.5134678,,
414,Edson,Alberta,,,https://www.cbc.ca/news/canada/edmonton/leaders-react-antisemitic-vandalism-edson-1.5133332,,
415,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/race-was-a-factor-in-u-of-o-carding-incident-report-finds-1.5575998?fbclid=IwAR3-D_KjiF16NAXFGJhShxS7aVRloMvrO4wfLtSrxfhI05rgga5raSQQgCc,,
416,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/woman-niqab-chases-attacker-1.5136373,,
417,,,Yes,,https://www.nationalobserver.com/2019/05/16/news/how-canadas-far-right-are-using-gofundme-fund-their-spread-hate,,
418,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/it-s-not-ok-first-nations-hockey-team-fights-racism-with-unity-1.5140794,,
419,Toronto,Ontario,,,https://calgaryherald.com/news/canada/ss-nazi-bolts-removed-from-toronto-home/wcm/755357a2-ed50-4c88-9624-c85159d6c3bb,,
420,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/cbe-calgary-bullying-schools-1.5142536,,
421,Sutton,Quebec,,,https://globalnews.ca/news/5302433/york-region-high-school-student-assault-racism/,,
422,Coquitlam,British Columbia,,,https://www.tricitynews.com/news/racist-comments-over-walmart-pa-upset-customers-in-coquitlam-1.23833302,,
423,Toronto,Ontario,,,https://www.huffingtonpost.ca/entry/raptors-superfan-nav-bhatia-racist-tweet_ca_5ce99b87e4b00356fc227179,,
424,,Quebec,,,https://www.huffingtonpost.ca/entry/quebec-city-mosque-alleged-assault_ca_5ceb024ae4b0512156f3d52b,,
425,Thunder Bay,Ontario,,,https://www.theglobeandmail.com/canada/article-thunder-bay-police-board-in-turmoil-following-removal-of-lawyer-calls/,,
426,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/ottawa-police-hate-graffiti-1.5152132,,
427,Fredericton,New Brunswick,,,https://globalnews.ca/news/5331439/canadian-historical-association-unb/,,
428,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/louis-riel-hate-graffiti-1.5152789,,
429,,Ontario,,,https://www.nationalobserver.com/2019/05/30/news/local-ontario-councillor-sued-after-calling-out-conservative-silence-white,,
430,Ottawa,Ontario,,,https://www.reuters.com/article/us-canada-aboriginal/canadian-inquiry-calls-deaths-of-indigenous-women-genocide-idUSKCN1T41XF,,
431,Ottawa,Ontario,,,https://www.thepostmillennial.com/mad-max-team-scrambles-to-douse-dumpster-fire-ignited-by-racist-emails/,,
432,,,Yes,,https://www.nationalobserver.com/2019/06/03/news/exclusive-canadian-facebook-page-weaponized-islamophobia-behind-facade-news,,
433,Coquitlam,British Columbia,,,https://dailyhive.com/vancouver/coquitlam-delivery-business-called-out-for-using-lynching-imagery-website,,
434,Burlington,Ontario,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/police-investigating-series-of-suspected-hate-crimes-in-burlington/wcm/27d76680-5514-4398-b049-2987fd3e8252,,
435,Vancouver,British Columbia,,,https://dailyhive.com/vancouver/black-student-racial-profiling-ubc-academic-conference,,
436,Hamilton,Ontario,,,https://montreal.citynews.ca/2019/06/06/canadian-premier-league-investigating-use-of-racial-slurs-following-cavalry-fc-game/,,
437,Burlington,Ontario,,,https://www.cbc.ca/news/canada/hamilton/people-s-party-bernier-burlington-tweet-racism-1.5163501,,
438,Vancouver,British Columbia,,,https://vancouversun.com/news/national/b-c-wing-of-peoples-party-targeted-by-forged-emails-apparently-designed-to-discredit-it,,
439,Toronto,Ontario,,,https://globalnews.ca/news/5368606/david-argyle-toronto-wolfpack-ceo-resigns/,,
440,Quebec City,Quebec,,,https://www.cbc.ca/news/canada/montreal/bill-21-sit-in-protest-quebec-city-secularism-1.5170846,,
441,London,Ontario,,,https://globalnews.ca/news/5383187/police-islamophobic-graffiti-london-muslim-mosque/,,
442,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/pride-hamilton-protest-1.5178037,,
443,Calgary,Alberta,,,https://www.employmentlawtoday.com/article/40426-alberta-human-rights-tribunal-renders-landmark-costs-award-against-complainant/?utm_source=Mondaq&utm_medium=syndication&utm_campaign=View-Original,,
444,Toronto,Ontario,,,https://pressprogress.ca/videos-show-far-right-hate-groups-launching-violent-attacks-inside-torontos-eaton-centre/,,
445,Toronto,Ontario,,,https://www.huffingtonpost.ca/entry/air-canada-racism-passenger_ca_5d126154e4b0a39418697e00,,
446,Ottawa,Ontario,,,https://www.rcinet.ca/en/2019/06/26/ottawa-unveils-anti-racism-initiative/,,
447,Toronto,Ontario,,,https://globalnews.ca/news/5433079/air-canada-racist-incident-sonamjeet-narwan/,,
448,,Quebec,,,https://calgary.ctvnews.ca/faith-based-groups-in-calgary-unite-in-opposition-of-quebec-s-legalized-discrimination-1.4484668,,
449,Ottawa,Ontario,,,https://nationalpost.com/news/politics/theres-a-debate-over-canadas-new-definition-of-anti-semitism-and-it-might-sound-strangely-familiar,,
450,,,Yes,,https://www.nationalobserver.com/2019/06/27/news/dont-read-darker-skinned-trudeau-image-conservatives-insist,,
451,Toronto,Ontario,,,https://toronto.citynews.ca/2019/06/30/hate-crime-investigators-probing-alleged-assault-at-canadas-wonderland/,,
452,Ottawa,Ontario,,,https://www.hilltimes.com/2019/07/03/continued-liberal-delays-to-end-sexist-indian-status-rules-baffling-to-indigenous-advocates/206156,,
453,Surrey,British Columbia,,,https://www.straight.com/news/1262216/racism-among-non-whites-black-woman-complains-against-ethnically-diverse-surrey-company,,
454,Calgary,Alberta,,,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/first-nations-basketball-players-to-hit-court-despite-dispute-with-referees/wcm/c74f1ac0-1c4b-4eb2-9741-c48529fda3b6/amp/,,
455,Port Coquitlam,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/former-b-c-jail-guard-wins-human-rights-case-for-racism-1.5202461,,
456,Williams Lake,British Columbia,,,https://www.americanbazaaronline.com/2019/07/05/man-in-british-columbia-writes-racist-graffiti-outside-gurudwara-438142/,,
457,Grand Rapids,Manitoba,,,https://www.cbc.ca/news/politics/rcmp-nationalist-party-1.5198409,,
458,Halifax,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/blackface-halifax-pride-black-community-facekini-photo-poster-1.5201378,,
459,Victoria,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/victoria-bc-motion-against-quebec-bill-21-religious-symbols-1.5203408,,
460,Edmonton,Alberta,,,https://calgarysun.com/business/local-business/racist-branding-at-whyte-avenue-candy-store-removed-after-social-media-backlash/wcm/5b257957-66cb-4dbe-930b-0cd9b4ef4d16,,
461,Calgary,Alberta,,,https://www.ourwindsor.ca/news-story/9496826-maxime-bernier-criticized-for-posing-with-members-of-northern-guard-at-calgary-stampede/,,
462,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/human-rights-complaint-over-racist-scouts-songbook-1.5206540,,
463,Toronto,Ontario,,York,https://www.cbc.ca/news/canada/toronto/wonderland-hate-crime-investigation-york-police-1.5207327,,
464,Halifax,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/racial-discrimination-department-of-national-defence-halifax-workplace-apprentice-1.5207193,,
465,Cornwall,Ontario,,,https://beta.canada.com/news/canada/indigenous-residents-of-ontario-island-face-discrimination-at-border-crossing-suit/wcm/d9cc3402-842f-4beb-916c-e105efb94a14/amp/,,
466,Kamloops,British Columbia,,,https://globalnews.ca/news/5511532/kamloops-hate-crime-beating/,,
467,Ottawa,Ontario,,,https://www.ctvnews.ca/canada/ontario-waterpark-criticized-over-racist-images-on-kongo-expedition-ride-1.4513331,,
468,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/people-party-canada-winnipeg-elmwood-transcona-resigns-quits-1.5215988,,
469,Berwick,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/harbourville-bonfire-nightmare-muslim-friends-1.5220817,,
470,Vancouver,British Columbia,,,https://dailyhive.com/vancouver/vancouver-councillor-motion-anti-semitism-july-2019,,
471,Sechelt,British Columbia,,,https://www.straight.com/news/1277836/sechelt-rcmp-alerted-after-anti-semitic-threats-appear-social-media,,
472,Quebec City,Quebec,,,https://www.cbc.ca/news/canada/montreal/quebec-city-man-decries-racist-violence-after-being-stabbed-leaving-a-store-1.5222628,,
473,Winnipeg,Manitoba,,,https://edmonton.citynews.ca/2019/09/17/ppc-apology-legal-action-bernier/,,
474,Regina,Saskatchewan,,,https://edmonton.citynews.ca/2019/07/24/saskatchewan-premier-draws-ire-for-tweeting-photo-of-car-with-confederate-flag/,,
475,Toronto,Ontario,,,https://www.cbc.ca/news/politics/maxime-bernier-immigration-speech-mississauga-1.5224114,,
476,Toronto,Ontario,,,https://www.narcity.com/news/ca/on/toronto/michael-stafford-is-getting-called-out-for-tweeting-and-deleting-racist-comments,,
477,Montreal,Quebec,,,https://globalnews.ca/news/5684947/montreal-woman-alleges-assault-montreal/,,
478,Montreal,Quebec,,,https://www.timesofisrael.com/montreal-taxi-driver-beats-jewish-man-yells-wont-move-for-any-fing-jews/,,
479,Regina,Saskatchewan,,,https://o.canada.com/news/regina-police-investigating-after-coffee-thrown-at-two-men/wcm/86b2b39c-ca69-4933-bf13-a6874f08c381,,
480,Surrey,British Columbia,,,https://www.abbynews.com/news/catholic-says-khalsa-credit-union-denied-her-membership-because-of-religion/,,
481,Toronto,Ontario,,,https://www.timesofisrael.com/police-suspect-hate-crime-after-jewish-boys-assaulted-in-toronto/,,
482,Toronto,Ontario,,,https://www.narcity.com/news/ca/air-canada-faces-backlash-for-allegedly-forcing-12-year-old-passenger-to-remove-hijab,,
483,Edmonton,Alberta,,,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/edmonton-police-investigating-nazi-symbol-spray-painted-on-grass-near-mall/wcm/30167d67-5a67-4cf2-8a18-b2277926679e/amp/,,
484,Edmonton,Alberta,,,http://www.israelnationalnews.com/News/News.aspx/267046,,
485,Montreal,Quebec,,,https://www.jta.org/quick-reads,,
486,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/montreal-police-fined-black-man-500-as-he-took-out-the-recycling-he-blames-racial-profiling-1.5240564,,
487,Victoria,British Columbia,,,https://globalnews.ca/news/5747556/victoria-busker-fake-ice-agent/,,
488,Waterloo,Ontario,,,https://kitchener.ctvnews.ca/i-should-have-my-new-family-here-waterloo-man-suing-trudeau-over-fianc%C3%A9e-s-denied-visa-application-1.4543714,,
489,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/youth-soccer-racist-incident-1.5242593,,
490,,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/googoo-human-rights-complaint-1.5240995,,
491,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/csis-calls-visits-mulslim-students-ottawa-1.5240044,,
492,Calgary,Alberta,,,https://www.huffingtonpost.ca/entry/racist-camel-tweet-calgary_ca_5d519985e4b0cfeed1a1565e,,
493,Vancouver,British Columbia,,,https://www.straight.com/news/1315366/peoples-party-canada-candidates-signs-north-vancouver-targeted-racist-graffiti,,
494,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/hate-bias-graffiti-hamilton-police-1.5324342,,
495,Vancouver,British Columbia,,,https://www.theglobeandmail.com/canada/british-columbia/article-ministry-of-education-launches-investigation-over-racism-at-vancouver/,,
496,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/it-never-should-have-happened-royal-canadian-legion-probes-why-rebel-news-event-held-at-toronto-branch-1.5326944,,
497,Sydney,Nova Scotia,,,https://www.thechronicleherald.ca/federal-election/estonian-group-calls-for-removal-of-sydney-victoria-candidate-365140/,,
498,Thunder Bay,Ontario,,,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-councillor-conflict-1.5327012,,
499,Charlottetown,Prince Edward Island,,,https://www.cbc.ca/news/canada/prince-edward-island/pei-halloween-cultural-appropriation-costumes-1.5318769,,
500,London,Ontario,,,https://globalnews.ca/news/6038246/london-psychiatrist-dr-daniel-lefcoe-linked-to-support-of-canadian-nationalist-party/,,
501,Hamilton,Ontario,,,https://www.cp24.com/news/four-arrested-in-blockade-of-hamilton-people-s-party-event-including-son-of-syrian-restaurant-owners-1.4651845,,
502,Cole Harbour,Nova Scotia,,,https://www.thechronicleherald.ca/news/local/racist-graffiti-found-in-cole-harbour-investigated-as-hate-crime-366916/,,
503,Gatineau,Quebec,,,https://www.cbc.ca/news/canada/ottawa/robert-soulieres-book-n-word-complaint-1.5335079,,
504,Kelowna,British Columbia,,,https://www.vernonmorningstar.com/federal-election/ppc-party-discredits-its-former-kelowna-lake-country-presidents-past-accusations-of-racism/,,
505,Montreal,Quebec,,,https://montreal.ctvnews.ca/thousands-treated-unfairly-by-montreal-police-advocates-say-at-systemic-racism-hearings-1.4655149,,
506,Montreal,Quebec,,,https://montreal.ctvnews.ca/montrealers-plan-march-against-racism-bill-21-on-sunday-1.4652925,,
507,Mississauga,Ontario,,,https://www.mississauga.com/news-story/9659265-mississauga-council-opts-to-formally-oppose-quebec-s-bill-21/,,
508,Toronto,Ontario,,,https://www.thestar.com/news/gta/2019/11/01/toronto-mom-claims-she-was-racially-profiled-detained-assaulted-when-police-came-to-check-on-her-kids.html,,
509,Georgina,Ontario,,,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-investigate-vandalism-of-structure-on-property-of-ontario-synagogue,,
510,Halifax,Nova Scotia,,,https://www.halifaxtoday.ca/local-news/forces-member-calls-on-caf-to-relocate-his-family-from-home-where-murder-suicide-occurred-1771338,,
511,Laval,Quebec,,,https://www.cbc.ca/news/canada/montreal/judge-laval-ticket-police-officer-1.5347451,,
512,Burnaby,British Columbia,,,https://edmonton.citynews.ca/2019/10/29/speak-english-in-canada-racist-rant-caught-on-video-in-burnaby-drugstore/,,
513,Toronto,Ontario,,,https://www.huffingtonpost.ca/entry/canadian-culture-viral-thread-shoji-yoshiyama_ca_5db5dd24e4b006d49170c78d,,
514,Richmond,British Columbia,,,https://www.citynews1130.com/2019/11/03/video-carwash-racist-richmond/,,
515,Toronto,Ontario,,,https://www.huffingtonpost.ca/entry/mexican-ice-halloween-costume-toronto_ca_5db8bd8ee4b066da55288116,,
516,St. John's,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/byrne-accusations-legislature-1.5352183,,
517,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/community-hub-1.5348580,,
518,Surrey,British Columbia,,,https://bc.ctvnews.ca/touring-comedy-show-cancelled-over-racism-concerns-1.4667227,,
519,London,Ontario,,,https://www.cbc.ca/news/canada/london/london-ontario-racist-incident-workplace-mcdonalds-1.5341465,,
520,Vancouver,British Columbia,,,https://bc.ctvnews.ca/go-back-to-your-country-two-more-racist-rants-surface-days-after-viral-video-from-b-c-drugstore-1.4669467,,
521,Windsor,Ontario,,,https://www.theguardian.pe.ca/news/canada/black-faced-ghouls-raise-racist-spectre-in-windsor-372445/,,
522,Antigonish,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/walmart-canada-halloween-costumes-accusations-mocking-black-culture-1.5340054,,
523,,Alberta,,,https://pressprogress.ca/alberta-wexit-group-says-it-wants-to-roll-back-womens-legal-rights-and-outlaw-racial-agitation/,,
524,Winnipeg,Manitoba,,,https://www.ctvnews.ca/canada/rcmp-feds-pressed-to-find-missing-reservist-with-alleged-links-to-neo-nazis-1.4659426,,
525,,Alberta,,,https://www.cbc.ca/news/canada/calgary/wexit-federal-registration-1.5347597,,
526,Montreal,Quebec,,,https://www.mcgilldaily.com/2019/11/our-response/,,
527,Montreal,Quebec,,,https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,,
528,Laval,Quebec,,,https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,,
529,Ottawa,Ontario,,,https://globalnews.ca/news/6173750/ottawa-anti-hate-coalition/,,
530,,,Yes,,https://www.cbc.ca/news/canada/iron-march-message-board-canadian-forces-1.5353201,,
531,St. John's,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/mi-sel-joe-requests-to-address-house-1.5358225,,
532,Waterloo,Ontario,,,https://www.cbc.ca/news/canada/kitchener-waterloo/laurier-student-social-media-video-n-word-1.5359302,,
533,St. John's,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/byrne-accusations-legislature-1.5352183,,
534,Toronto,Ontario,,,https://www.cp24.com/news/small-group-of-cherry-supporters-protest-his-firing-outside-rogers-headquarters-1.4684061,,
535,Strathmore,Alberta,,,https://www.cbc.ca/news/investigates/kristian-ayoungman-shooting-strathmore-alberta-1.4866823,,
536,Peel Region,Ontario,,,https://www.cbc.ca/news/canada/toronto/peel-school-board-racism-review-1.5351594,,
537,Ottawa,Ontario,,,https://toronto.ctvnews.ca/mpp-calls-on-ontario-legislature-to-denounce-quebec-s-bill-21-prevent-enacting-similar-law-1.4673779,,
538,,,Yes,,https://aptnnews.ca/2019/11/07/inuk-filmmakers-experience-with-nfb-prompts-human-rights-complaint/,,
539,Niagara,Ontario,,,https://www.niagarathisweek.com/news-story/9684315-local-group-apologizes-for-racist-comments-about-indigenous-hunters/,,
540,Toronto,Ontario,,,https://torontosun.com/news/local-news/warmington-don-cherry-fired-over-controversial-poppy-comment,,
541,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/opinion-winnipeg-racism-1.5359578,,
542,,British Columbia,,,https://o.canada.com/pmn/news-pmn/canada-news-pmn/b-c-introduces-new-strategy-for-fighting-racism-and-hate-in-communities/wcm/2aac97b4-eb4e-42d8-9b5f-1a9f223a67a4,,
543,,British Columbia,,,https://globalnews.ca/news/6189724/b-c-government-looking-into-fines-for-people-engaging-in-racist-behaviour/,,
544,Montreal,Quebec,,,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/quebec-human-rights-commission-urges-police-to-end-routine-street-checks,,
545,Victoria,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/langham-court-human-rights-complaint-1.5368954,,
546,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/riot-walk-vancouver-history-tour-1.5358936,,
547,Toronto,Ontario,,,https://nationalpost.com/news/york-university-launches-review-after-event-with-ex-israeli-soldiers-met-with-massive-protest,,
548,Ottawa,Ontario,,,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/new-ottawa-police-chief-vows-vigilance-on-racial-bias-discrimination,,
549,Calgary,Alberta,,,https://www.saltwire.com/news/canada/cities-face-pushback-over-same-anti-semitism-definition-backed-by-federal-government-378660/,,
550,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/new-plaque-honours-black-community-that-helped-forge-the-identity-of-leslieville-1.5364692,,
551,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/black-professors-university-ottawa-town-hall-1.5367473,,
552,,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/climate-change-indigenous-black-nova-scotia-poverty-race-1.5350495,,
553,Thunder Bay,Ontario,,,https://www.tvo.org/article/how-this-18-year-old-is-fostering-multiculturalism-in-thunder-bay,,
554,,,Yes,,https://nationalpost.com/news/canada/don-cherry-hnic-you-people-hockey-coachs-corner,,
555,Winnipeg,Manitoba,,,https://winnipeg.ctvnews.ca/winnipeg-mayor-calls-don-cherry-s-comments-profoundly-racist-1.4681725,,
556,,,Yes,,https://www.thepostmillennial.com/comments-calling-hockey-players-white-boys-bullies-spark-backlash-on-the-social/,,
557,,,Yes,,https://www.ctvnews.ca/canada/map-of-hate-publication-pinpoints-canadian-users-of-neo-nazi-site-iron-march-1.4703545,,
558,,Ontario,,,https://www.cbc.ca/news/politics/tasker-lynn-beyak-back-on-senate-payroll-1.5374559,,
559,Winnipeg,Manitoba,,,https://www.ctvnews.ca/canada/lawsuit-alleges-indigenous-soldier-faced-racism-bullying-before-his-suicide-1.4701622,,
560,Calgary,Alberta,,,https://edmonton.citynews.ca/2019/11/26/nhl-investigating-allegations-of-racial-slur-from-flames-head-coach-3/,,
561,Pembroke,Ontario,,,https://ottawa.ctvnews.ca/pembroke-gun-store-advertises-white-friday-sale-but-owner-insists-he-s-not-racist-1.4701434,,
562,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/human-rights-commission-racial-profiling-1.5369444,,
563,Durham,Ontario,,,https://www.cbc.ca/news/canada/toronto/reaction-facebook-post-durham-regional-police-service-1.5375952,,
564,,Nova Scotia,,,https://globalnews.ca/news/6149683/nupge-indigenous-scholarship/,,
565,Port Alberni,British Columbia,,,https://bc.ctvnews.ca/smudging-demonstration-violated-girl-s-religious-rights-b-c-mother-says-in-lawsuit-1.4690589,,
566,Edmonton,Alberta,,,https://www.vice.com/en_ca/article/8xww9a/edmonton-schools-durag-this-is-what-happens-when-you-try-to-fight-systemic-racism-in-canada,,
567,Toronto,Ontario,,,https://www.ctvnews.ca/health/toronto-area-rapper-blames-systemic-racism-for-months-of-misdiagnosis-1.4716013,,
568,Calgary,Alberta,,,https://o.canada.com/pmn/sports-pmn/reports-flames-fire-peters-after-allegations-of-racism/wcm/8c30f91c-fc15-42b8-a9e6-3baaf400444d,,
569,Vancouver,British Columbia,,,https://thetyee.ca/News/2019/12/06/Vancouver-School-Trustee-Anti-Hate-Motion-Vote/,,
570,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/navy-reservist-iron-march-data-1.5382424,,
571,,,Yes,,https://www.cbc.ca/news/politics/project-cactus-kinsella-daisy-ppc-bernier-1.5372715,,
572,Windsor,Ontario,,,https://www.saltwire.com/news/canada/racial-tensions-at-heart-of-community-meeting-following-controversial-windsor-halloween-display-384259/,,
573,Winnipeg,Manitoba,,,https://www.vice.com/en_ca/article/8xwwaa/neo-nazi-terror-group-harbouring-missing-ex-soldier-patrik-mathews-sources,,
574,Montreal,Quebec,,,https://montrealgazette.com/news/local-news/bell-canada-customer-ordered-to-pay-4000-for-intolerable-racist-conduct-toward-customer-service-agent,,
575,Toronto,Ontario,,,https://globalnews.ca/news/5757796/andrew-scheer-condemns-behaviour-and-racist-comments-video-toronto/,,
576,,Ontario,,,https://globalnews.ca/news/5755173/ontario-court-peace-bond-far-right-figure/,,
577,Calgary,Alberta,,,https://www.citynews1130.com/2019/08/12/racist-tirade-on-ctrain-caught-on-video/,,
578,,Ontario,,,https://www.ctvnews.ca/canada/canadian-military-issues-new-ban-on-discriminatory-sexually-explicit-tattoos-1.4546293,,
579,Toronto,Ontario,,,https://www.narcity.com/news/ca/on/toronto/torontos-cactus-club-cafe-faces-accusations-of-discrimination-and-racism-by-local-dj,,
580,Vancouver,British Columbia,,,https://www.thestar.com/vancouver/2019/08/13/indigenous-man-denied-a-place-on-the-bc-liver-transplant-list-alleges-alcohol-abstinence-policy-is-a-lethal-form-of-racism.html,,
581,,Quebec,,,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/quebec-police-investigate-possible-hate-crime-after-excrement-left-on-storefront/wcm/e6381774-b185-402c-b856-576daf5612c6/amp/,,
582,Coquitlam,British Columbia,,,https://www.tricitynews.com/news/hate-crimes-not-tolerated-in-coquitlam-says-coquitlam-rcmp-after-racist-letter-sent-1.23915971,,
583,Winnipeg,Manitoba,,,https://www.cbc.ca/news/indigenous/winnipeg-superstore-racial-profiling-1.5394777,,
584,Montreal,Quebec,,,https://aptnnews.ca/2019/12/06/indigenous-women-denounce-devastating-random-street-checks-in-montreal/,,
585,Mississauga,Ontario,,,https://www.thepostmillennial.com/pull-the-trigger-children-dance-to-song-promoting-violence-at-mississauga-solidarity-event/,,
586,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/fred-christie-montreal-supreme-court-1.5390316,,
587,Vancouver,British Columbia,,,https://www.huffingtonpost.ca/entry/manjot-bains-trudeau-blackface_ca_5df15070e4b01e0f29593ae9,,
588,Toronto,Ontario,,,https://www.cbc.ca/news/politics/transport-canada-offensive-email-no-fly-list-1.5389058,,
589,Windsor,Ontario,,,https://www.cbc.ca/news/canada/windsor/indigenous-patient-racist-discrimination-windsor-regional-hospital-1.5393437,,
590,Happy Valley-Goose Bay,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/racist-comments-pal-flight-1.5390513,Multiple locations,"Multiple locations: Happy Valley-Goose Bay, NL; St. John's, NL"
591,Saskatoon,Saskatchewan,,,https://www.cbc.ca/news/canada/saskatoon/id-canada-posters-1.5391164,,
592,Whycocomagh,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-teen-racist-comments-game-hockey-task-force-1.5392103,,
593,Kamloops,British Columbia,,,https://www.vancouverisawesome.com/video/video-tru-students-tackle-local-racism-in-mini-documentary-1949720,,
594,Halifax,Nova Scotia,,,https://www.saltwire.com/news/provincial/former-halifax-mooseheads-captain-trey-lewis-opens-up-about-being-target-of-racism-385731/,,
595,Kamloops,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/tru-student-backlash-free-secwepemc-parking-petition-1.5389991,,
596,Ottawa,Ontario,,,https://www.huffingtonpost.ca/entry/harjit-sajjan-canada-military-racism_ca_5d548505e4b0d8840fee4c27,,
597,Montreal,Quebec,,,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/profiling-class-action-against-montreal-police-a-victory-for-justice-group/wcm/50e6c4ca-a473-42c6-9d2f-68d87570f114/amp/,,
598,Calgary,Alberta,,,https://calgaryherald.com/news/local-news/controversial-calgary-candidate-facing-forgery-charges-from-2015-federal-election,,
599,Winnipeg,Manitoba,,,https://www.ctvnews.ca/canada/canadian-armed-forces-investigating-reservist-for-potential-racist-activities-1.4557639,,
600,Courtenay,British Columbia,,,https://www.comoxvalleyrecord.com/news/cricket-players-get-interrupted-by-racist-remark-in-courtenay/,,
